1,0,0,0,-1.23647786038188,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.745131413387097,0,0,0,0,1,0,0,0,0,1,0.918477167627669,0,0,1,0,1,0,0,1.04698667841979,1,0,0,0,2.76645648480252,0,0,1,0,1,0,1.02707891165781,0,0,1,0,-0.42828956637154,1,1,1,0
0,1,0,0,2.24819436239467,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.94981678936304,1,0,0,0,0,0,0,1,0,0,-0.87018333408152,0,1,0,0,1,0,0,-0.765977266895867,1,0,0,0,-1.19140394045702,0,0,1,0,1,0,-0.704925998389086,0,0,1,0,-0.42828956637154,-1,1,0,1
0,0,0,1,-0.738667542842371,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.416562407960627,1,0,0,0,0,0,0,0,1,0,-0.87018333408152,0,0,1,0,1,0,0,0.140504705761964,1,0,0,0,1.18331231469871,0,0,1,0,1,0,-0.704925998389086,0,1,0,0,2.33486892634807,-1,1,1,0
1,0,0,0,1.75038404485516,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.6342469398253,1,0,0,0,0,0,0,0,1,0,-0.87018333408152,0,0,1,0,0,0,1,1.04698667841979,0,1,0,0,0.831502499120082,0,0,1,0,0,1,-0.704925998389086,0,0,1,0,2.33486892634807,-1,1,1,0
1,0,0,0,0.256953092236642,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.566663504717934,1,0,0,0,0,0,0,1,0,0,0.024146916773074,0,0,1,0,1,0,0,1.04698667841979,0,0,0,1,1.53512213027733,0,0,1,0,0,1,1.02707891165781,0,0,1,0,2.33486892634807,-1,1,0,1
0,0,0,1,1.25257372731566,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.05000901465297,0,0,0,0,1,0,0,1,0,0,-0.87018333408152,0,0,1,0,1,0,0,1.04698667841979,0,0,0,1,-0.048022039826482,0,0,1,0,0,1,-0.704925998389086,0,1,0,0,2.33486892634807,1,1,1,0
0,0,0,1,0.256953092236642,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.154628756385481,0,0,1,0,0,0,0,0,0,1,0.024146916773074,0,0,1,0,1,0,0,1.04698667841979,0,1,0,0,1.53512213027733,0,0,1,0,1,0,-0.704925998389086,0,0,1,0,-0.42828956637154,-1,1,1,0
0,1,0,0,1.25257372731566,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.30319683079798,1,0,0,0,0,0,0,1,0,0,-0.87018333408152,0,0,1,0,1,0,0,-0.765977266895867,0,0,1,0,-0.048022039826482,0,0,1,1,0,0,-0.704925998389086,0,0,0,1,-0.42828956637154,1,1,1,0
0,0,0,1,-0.738667542842371,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.075233441158373,0,0,0,1,0,0,0,0,1,0,-0.87018333408152,1,0,0,0,1,0,0,1.04698667841979,1,0,0,0,2.23874176143458,0,0,1,0,1,0,-0.704925998389086,0,1,0,0,-0.42828956637154,-1,1,1,0
0,1,0,0,0.754763409776149,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.695680891961984,1,0,0,0,0,1,0,0,0,0,0.918477167627669,0,0,0,1,1,0,0,-0.765977266895867,0,0,1,0,-0.663689217089077,0,0,1,0,1,0,1.02707891165781,0,0,0,1,-0.42828956637154,-1,1,0,1
0,1,0,0,-0.738667542842371,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.700471548571849,1,0,0,0,0,0,1,0,0,0,0.024146916773074,0,1,0,0,1,0,0,-1.6724592395537,0,0,1,0,-0.927546578773046,0,0,1,1,0,0,-0.704925998389086,0,0,1,0,-0.42828956637154,-1,1,0,1
1,0,0,0,2.24819436239467,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.367466329907065,1,0,0,0,0,0,1,0,0,0,0.024146916773074,0,1,0,0,1,0,0,1.04698667841979,0,1,0,0,-1.0154990326677,0,0,1,1,0,0,-0.704925998389086,0,0,1,0,-0.42828956637154,-1,1,0,1
